  Wind_max,  Wind_mittel,Niederschlagsform,Schneeh√∂he,  Bedeckungsgrad, Dampfdruck, Luftdruck, Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m, Temp_min_5cm
8.1,3.2,0,0,5.7,16.2,981.43,21.1,67.13,28.4,14.6,13.1
8.6,2.5,1,0,6.2,16.9,980.3,20.7,69.58,25,16.3,13.1
9.8,2.6,1,0,6.7,17,978.6,20.7,71.71,28.2,15,12.5
9.1,2.9,1,0,5.3,16.8,977.2,17.8,83.17,21.9,13.9,10.6
12.2,2.3,1,0,3.1,15.8,977.27,20.7,68.54,28,13.3,10.4
14.4,2.8,1,0,5.5,17.4,977.78,19.6,78.33,25.9,14,14
10.3,3.4,1,0,6.5,17,980.95,16.7,89.67,21,13.1,11
5.7,1.8,0,0,4,15.7,981.94,17,82.38,22.3,12.5,10.2
7.2,2.3,0,0,2.7,14.7,979.7,19.6,67.29,25.9,11.5,8.6
8.7,3.5,1,0,5,16.1,974.11,22,61.88,27.5,15.6,13.4
9.6,4.1,0,0,2.7,16.4,973.35,22.1,62.88,27.3,16.8,15.8
8.9,3,1,0,4.6,17.1,974.97,21.2,68.75,27.4,16.3,15.6
5.8,1.6,1,0,7,17.9,977.88,18.6,84.5,23.9,15.8,15.3
8.2,1.6,1,0,6.3,19.1,975.74,20.1,82.29,25.7,15.2,13.3
8.1,1.6,1,0,6.2,19.1,975.47,19.2,86.58,26.7,15.1,12.8
6.5,1.6,1,0,5.7,18.7,974.7,20.2,80.29,27.2,14.5,14
9.8,2.3,1,0,6.4,19.1,972.86,18.8,88.63,25.6,15.3,13.7
11.7,3.5,1,0,7.5,16.1,972.89,15.6,90.46,18,13.6,13.4
7.7,2.9,0,0,7,11.6,977.97,13.9,73.71,15.6,11.3,10.5
9.1,1.8,1,0,6.9,12.1,979.42,15.3,71.46,20.6,10.3,8.8
4.1,1.1,0,0,7.1,15.1,979.7,16.9,79.71,20.8,13.5,10.9
9.3,2.1,0,0,5,15,978.65,19.3,69.04,25.1,13.4,10.7
10.3,2.9,0,0,5.7,13.3,981.65,16.4,72.04,20.7,11.4,8.9
7,2.4,0,0,5.6,14.2,985.2,17,73.5,21.1,11.6,9.2
5.7,1.9,0,0,4.3,15.9,987.02,17.7,79.21,22.9,12.3,9.4
13.2,4.7,0,0,3.3,13,981.8,17.8,63.21,22.5,8.7,6.5
11.3,3.5,0,0,2.8,9,988.12,11.9,65.46,17,6,3.2
7.2,2.3,0,0,1.8,13,985.3,18.3,64.5,25.4,9.7,6.9
9.9,4.1,0,0,1.8,12.4,984.29,19.7,56,25.5,13,11.2
12.5,4.4,0,0,3.8,12.6,981.98,20,54.75,26.2,13.6,12.1
11.7,3.7,0,0,3.6,15.1,978.75,22.4,56.71,27.6,16.9,12.9
7.9,3.7,0,0,0.3,14.3,976.33,23.2,51.54,29.3,16.9,14.4
11.1,5.7,0,0,0.5,9.5,976.82,20.6,39.92,26.4,14.6,13.4
12.5,4.9,0,0,0.5,9.6,976.61,20.7,40.21,27.1,14.1,13
8.6,3,0,0,3.4,10.6,978.55,21.5,42.5,27.8,15,11.8
11.8,2.5,1,0,6.1,16.2,977.85,19.9,70.63,28.6,14.5,11.7
9.3,2.2,1,0,6.9,18,977.83,17.4,90.38,21.1,14.1,12.6
7.7,2.2,1,0,4.8,16.6,982.04,19.6,75,25.2,14.3,12
7.5,2.4,0,0,4.5,14.9,984.87,20.4,64,26.4,13.8,11.2
7.5,2.5,0,0,0.8,11.7,984.83,19.9,52.79,26,12.3,9.1
8.1,2.4,0,0,3.3,12.5,983.28,19.3,57.54,25.2,11.7,8.2
9.8,3.3,0,0,5.3,12.2,980.2,16,67.5,18.9,13.7,11
8.2,2.4,1,0,4,12.2,979.61,15.6,70.38,20.9,10.8,8.8
7.9,1.8,0,0,4.5,13.9,980.67,18.3,67.33,24.4,13.9,11.1
7.2,1.9,0,0,1.4,14.2,982,20.4,61.88,27.3,12.2,9.5
6.7,2.4,0,0,2.3,14.1,980.85,22.1,55.08,28.5,14.8,11.1
13.4,2.7,1,0,4.7,15.1,978.46,19.8,67.58,28.2,14.8,12.6
7,1.5,1,0,3.7,15.4,976.35,20.4,67.17,27.6,13.3,11
15.1,2.3,1,0,3.6,15.1,978.17,21.1,62.54,27.8,13.8,11
6.7,2.2,0,0,3.5,13.2,980.46,21.2,55.04,26.9,14.9,11.4
6.7,2.4,0,0,3.5,12.8,979.77,21.1,53.33,27.7,13.9,10.4
11,2.1,1,0,4.9,13.7,976.05,22,53.71,29,15.2,10.7
8.6,3.2,0,0,6.7,16.9,975.31,19.6,74.83,24.4,15.7,13.3
7.7,2.3,0,0,6.1,16.1,977.55,20.6,68.08,26.6,15.6,13.3
6.2,1.7,0,0,1.1,15.6,979.99,21.6,63.29,27.7,13.9,11
7.2,2.2,0,0,0.4,15.6,977.48,23.8,55.71,30.7,17,12.4
7.5,1.7,0,0,1.4,15.1,977.47,25.4,50.13,32.6,16.4,13.3
8.1,2.7,0,0,1.4,15.4,977.28,26.7,46.33,33.4,19.1,14.6
7.4,1.9,1,0,1.8,14,974.94,26.2,44,32.9,17.5,13.5
13.2,3.9,1,0,5.3,16.5,973.9,22.6,60.63,28.5,17,14.3
8.7,2.3,0,0,4.6,15.6,977.46,22.9,59.46,30.1,15.7,13.5
9.8,1.6,0,0,2.9,16.3,978.72,24.5,56.63,32.1,15.8,13
8.4,2.5,1,0,1.8,16.7,979.94,24.8,56.29,31.9,16.9,14
10.6,2.3,1,0,6.7,19.2,983.19,19.8,83.71,24.3,15.8,13.9
5.7,1.5,0,0,1.3,17.8,984.28,22.7,68.92,30.6,14.4,13
7.7,2.8,0,0,0.5,18,982.49,26.1,55.21,33.3,18.8,15
7.4,1.8,0,0,2.2,17.4,980.54,26.7,51.96,33.9,17.9,14.8
8.7,3.7,0,0,2.8,15.9,982.05,25,51.58,30.2,19.5,16.6
12.5,3.5,0,0,1.4,13.8,978.47,24.9,45.96,32.8,17.4,16
13.4,3.5,1,0,3.4,16.8,974.3,26.9,48,34.7,19,16.1
20.7,3.9,1,0,6.1,17.5,976.54,22.7,63.79,25.7,17.9,15.2
19.2,5.2,1,0,5.8,17.5,976.83,20.7,72.63,29.2,14.2,13.1
11,4,1,0,3.7,12,985.75,17.1,64.25,23.3,11.8,8.6
10.8,2.9,0,0,4.5,11.1,985.69,16.8,59.71,23,11.9,8.1
8.2,2,1,0,2.8,11,978.63,19.6,51.83,28.1,10.2,6.6
13.7,3.9,1,0,5.8,16.6,973.03,18,80.25,22.6,14.5,12
9.6,3.1,0,0,3.5,15.6,979.19,17.4,79.67,22.1,12.8,9.5
6.7,1.8,0,0,4.5,15.3,982.85,17.9,76.25,23.3,12.7,10.3
5.1,1.4,0,0,2,15.1,979,20.8,64.33,28.6,11.9,9.2
10.3,2.7,1,0,4.1,16.5,978.88,21.1,67.33,27.6,15.1,12.1
7,2.1,0,0,2,12.5,984.6,19.3,59.29,25.7,13.4,10.3
8.2,2.1,0,0,1.7,13.2,984.02,19.7,60.33,27.8,10.9,8.2
7.2,2.3,0,0,2.7,16.2,982.74,20.2,69.71,26.7,13.8,11.1
10.3,1.7,0,0,3.3,16.4,982,21.9,64.75,28.7,16.1,13.5
6.9,2.1,0,0,1.2,15.6,979.57,23.4,56.92,31.4,15.6,12.2
14.4,2.2,1,0,3.5,17.5,976.64,21.4,71.54,30.1,15.7,12.9
10.5,3.9,1,0,6.2,13.7,976.64,15.6,77.08,18.7,11.9,7.6
9.8,4,1,0,4.3,10.3,976.6,12.7,71.25,17.6,6.6,3.6
11.8,1.9,1,0,3.9,8.8,979.39,13.7,60.21,20.5,5.1,2.3
10.3,3.5,1,0,7,14.5,978.32,15,83.96,18.4,11.3,10.1
5,1.6,0,0,3.8,13.8,981.16,16.5,75.71,23.9,9.4,7.5
13.7,3.5,1,0,5.5,15.7,976.95,18.3,74.63,24.6,11.8,8.6
9.4,2.7,1,0,7.4,15.4,983.02,15.5,87.5,18.8,13.4,12
7.7,2.4,1,0,7,11.2,983.56,15,66.54,18.7,11.3,8.4
9.4,3.8,0,0,1.5,9.3,986.25,15,55.88,20.8,8.9,4.9
11.8,4.2,0,0,5.1,11.4,984.28,15.2,65.21,18.2,10.1,6
6.2,2,0,0,7,14.5,979.61,16.8,76.25,21.9,14,11.3
4.6,1.2,0,0,4.3,15.1,978.9,18.4,74.08,24.6,11.9,9.1
5.7,1.7,0,0,1.6,15.9,978.52,19.9,71.25,26.6,13.4,10.1
7.7,2.1,1,0,5.8,16.7,975.06,18.2,80.58,23.7,13.4,10.7
9.8,3.7,1,0,5.9,14.4,978.53,15,84.63,18.7,8,4.4
8.1,1.5,0,0,2.3,10.5,983.38,13.6,71.08,21.1,5.7,2.2
5.8,1.4,0,0,4.6,10.8,984.09,16.8,60.88,25,8.2,4.5
10.3,2.6,0,0,5.9,12.4,985.22,18.8,59.25,27.1,11.2,7.2
9.9,2,0,0,3,12,986.84,18.5,60.71,27.1,10.2,6.6
9.3,2.2,0,0,1.7,12.9,983.21,20.8,54.96,29.2,12.9,8.8
-999,1.9,1,0,6.9,16.4,981.72,16.8,85.58,20.3,14.6,13.2
5.7,-999,0,0,6.5,14.1,982.89,16,77.71,21.1,10.3,5.8
7.2,2.1,0,0,2,10.4,986.7,13.6,69.96,21,7,3.6
7.2,2.4,0,0,3.6,10.9,984.37,16.3,61.46,25,8.5,5.1
6.9,1.9,0,0,3.8,11.6,981.71,18.5,59.63,27.9,9.5,5.6
12.2,3.3,1,0,2.1,15,979.03,21.2,60.33,29.7,14.1,9.1
11.1,2.1,0,0,2.1,15.6,982.15,20.5,67.42,28.6,13.3,10.5
9.8,2.4,0,0,2.9,15.1,980.87,19.6,69.13,26.9,12.2,9.1
15.9,5.3,1,0,6.2,12.9,976.6,15.9,70.96,22.8,10.1,7.1
9.6,3.3,1,0,7.1,9.5,984.05,12.1,68.54,17.3,7.3,3.8
25.9,6.3,1,0,7.6,14.9,976.83,13.9,91.13,18.6,8.6,7.8
7.4,2.8,0,0,2.5,8.4,994.57,9.4,73.04,15.4,4.4,1.3
10.1,4,0,0,2.2,7.4,998.39,8.7,68.58,14.9,3.1,-0.3
7.7,2.2,0,0,4,7.1,995.43,10.3,59,19.4,2.2,-1.2
5.1,1.5,0,0,0.1,9.6,989.93,13.4,66.33,23.5,3.9,0.3
14.1,3.1,1,0,3.3,10,985.56,13,70.42,20.8,6.2,2.4
12.2,5.4,0,0,4.3,6.9,986.83,10.5,56.38,16,5.8,3.9
5.7,2.5,1,0,0.8,8.3,979.23,11.2,62.88,19.2,3.7,0.8
11.8,3.3,1,0,5.4,8.4,981.1,8.7,75.08,14.6,3.7,-0.2
13.9,4.6,1,0,6.8,8.8,985.23,7.2,86.21,10.1,2.4,-1
7.5,3.2,1,0,5.8,11.6,987.76,11.3,87.21,16.7,5.5,1.9
7.7,2.1,0,0,0.3,9.3,988.39,10.7,74.63,18.6,3.5,0.2
6.2,2.5,0,0,0.5,10.8,981.42,13.7,70.54,22.2,5.7,2.2
8.7,2.9,1,0,4.2,12.2,974.33,15.2,71.08,20.6,9,5.3
8.7,2.7,0,0,3.7,12.6,977.91,13.9,79.75,19.6,8.9,6.3
6.7,2.6,0,0,1.8,11.6,982.93,13.1,77.63,20.5,7.5,6.1
7.2,2.5,0,0,3.6,12.7,983.48,13.8,81.54,20.6,8.5,4.2
10.3,3.9,0,0,0.3,13.1,978.63,14.5,80.29,19.7,10,6.8
6.3,2.3,1,0,3.7,12.8,977.07,14.9,76.33,21.3,8.9,4.8
9.8,3.1,0,0,5,14.1,983.82,18.7,67.21,25,13.8,9.3
4.6,1.8,0,0,0.9,13,982.31,18,65.29,25.3,12.4,8.1
7.7,2,0,0,1.5,12.9,975.23,17.7,65.46,24.7,12.1,7.7
6.5,2.1,0,0,1,11.2,976.48,16.3,63.04,23.6,9.8,6.2
8.1,2,0,0,2.1,11,980.78,15.1,66,23.3,8.5,3.2
5.7,2.5,0,0,5.2,11.5,981.08,15.1,68.71,22.5,8.4,4.4
10.3,4.2,0,0,3.2,12.1,982.56,14.5,73.5,20.3,10.3,5.7
9.1,4,0,0,2.3,11.4,984.82,12.6,78.83,18.3,9,4.9
7.9,2.7,0,0,3.8,10.3,990.02,11.4,77.42,17.5,5.7,1.5
9.1,3.6,0,0,0.9,8,989.07,9.5,70,16.4,4.8,2
8.7,3.8,0,0,3.4,8.5,990.75,10.1,69.71,16.1,4.9,-0.3
12.7,4.1,0,0,5.3,7.8,990.21,7.4,77.54,13.1,1.2,-2.1
10.3,4.4,1,0,7.8,11.6,987.38,10.7,89.5,12.5,8.5,7.8
7.9,3.4,1,0,7.2,11.3,982.49,11,85.21,13.5,5.6,1.6
10.8,4.3,1,0,7.3,9,973.41,8.4,82.17,10,6.4,5
7.7,3,1,0,7.4,7,970.9,5.8,75.63,8,3.7,1.3
15.6,6.6,1,0,7.8,6.6,970.16,4.6,77.67,6.1,3.5,3
17,5.8,1,0,8,7.2,960.07,4.3,87.04,5.3,3.4,3
18.3,7.7,1,0,6.5,7.2,959.32,3.8,88.71,5.6,1.5,0.6
9.1,3.4,1,0,5.3,7.5,975.04,5.6,82.92,9.6,0,-2.2
9.9,2.7,1,0,6.8,8.9,974.64,7,88.21,10.6,3.4,0.8
9.4,2.5,0,0,5,9,984.47,7.9,84.75,12.9,3.7,-0.1
8.2,3.6,0,0,5.8,7.6,987.69,7,76.5,11.8,2.8,-0.3
9.1,3.6,0,0,6.4,9.6,977.65,9.6,80.42,13.3,7.6,7.2
9.3,2.5,0,0,5.3,10.3,971.17,9.7,85.5,14.2,5.6,2.4
6.7,2.5,0,0,6.7,10.1,970.51,9.4,85.63,14.1,5.5,3.9
13.4,3.8,1,0,6.3,9.9,974.1,12,71.75,16.9,9.4,5.3
8.6,3,1,0,7.2,9.9,981.66,9.6,82.46,12.3,7.4,5.1
7.2,2.5,1,0,6.5,10.3,976.34,10.8,79.88,14.7,6.9,4
13.7,4.6,1,0,7.8,11.7,970.2,12.2,82.63,13.7,10.6,9.9
11.3,4.4,1,0,5.6,11.5,973.38,12.3,80.79,16.1,9,7.8
12.9,3.8,1,0,7,12.6,978.34,14.6,76.75,19,11.3,9.5
11.3,3.7,1,0,5,10.6,988.7,9.2,90.33,11.9,3.6,0
6.9,2.5,1,0,3.9,8.5,990.2,6,91.29,12.4,2.1,-0.3
7.7,3.8,1,0,8,8.3,988.12,4.4,99.63,5.1,3.5,3.7
9.3,4.4,0,0,3.8,7.3,988.48,5.2,83.42,10,2,0.7
13.9,5.9,0,0,0.1,5.7,987.63,4.1,70.46,8.6,0.5,-0.7
11.8,5.4,0,0,0.7,4.4,984.58,2.6,60.25,6.7,-0.2,-1.5
13,5.9,1,0,5.7,5.1,974.43,0.9,77.08,2.5,-1.7,-2.9
15.8,6,0,0,6,5,967.92,1.9,72,3.7,0.2,-1
8.2,3.8,0,0,7.2,5.6,975.91,0.9,86.33,2.2,-0.6,-2.2
6.7,3.2,0,0,4,5.7,980.55,1.4,83.92,5.4,-1.4,-3.2
8.9,4,1,0,3.8,5.9,978.19,1.7,85.92,6.7,-2.1,-4.3
9.8,3.5,1,0,7.4,8.3,973.78,5.4,91.71,8.4,1.3,1.1
8.7,3.3,1,0,7.4,8.4,970.25,5.4,93.38,6.7,3.8,1.9
9.1,3.4,1,0,8,7.2,970.81,4.5,85.71,5.5,3.3,2.5
4.8,1.4,1,0,7.8,6.9,980.45,3.3,88.83,4.6,2.6,2
5.7,2.8,1,0,7.7,7.6,983.47,4,92.92,5.6,2.5,1.8
9.8,3,1,0,7.1,7.9,978.92,5.9,85.79,8.5,3.3,1.5
7.9,3.6,1,0,7.8,9,976.65,7.4,87.42,8.4,6.3,4.7
10.8,4.4,1,0,7.8,8.9,977.53,6.8,89.46,9.7,5.8,5.3
15.3,7.5,1,0,8,11.1,968.85,8.9,96.63,10.9,6.2,5.9
17.8,7.3,1,0,7.8,12.6,968.55,11.2,94.17,12.4,9.3,8.6
14.1,3.8,1,0,5.5,8.6,981.72,6.3,88.71,9.5,1.6,-1.4
7.2,2.4,1,0,7.5,8,984.62,4.5,93.92,6.4,2.3,1.5
11,4.5,1,0,8,11.3,981.32,9.2,96.5,10.8,5.6,5.3
19.9,8,1,0,8,10.1,975.01,9.1,86.75,10.7,6.1,5.2
21.6,9.1,1,0,8,8.4,972.52,6.4,87.08,9.6,4.8,3.9
22.1,9,1,0,7.5,8.5,969.36,6.8,86.29,9.6,4.5,3.1
11.5,4.9,1,0,4.5,6.9,984.23,4.1,83.88,5.8,0.7,-1.1
6.9,2.3,0,0,4.5,5.8,986.07,0.1,95.04,2.1,-1.9,-4.2
8.1,2.4,0,0,6,5.7,984.36,0.5,90.13,3.7,-1.8,-1.8
11.3,5.2,0,0,5,4.4,978.7,-0.8,76.88,0.8,-2.1,-3.8
10.1,4.1,1,0,7.9,3.9,981.43,-0.8,67.63,-0.3,-1.4,-1.8
8.7,3.5,1,0,7.4,3.7,983.65,-1.8,69.83,-0.6,-3.4,-5.2
8.6,2.4,1,4,8,6.1,975.06,0.3,96.54,2.8,-2.8,-2.8
7.2,2.9,1,0,7.3,7.6,983.27,3.6,96.04,6.2,0.8,-1.2
7.2,3.1,1,0,7,6.7,983.98,3.8,84.13,6.1,1.4,-0.7
10.1,3.4,1,0,7.8,8.5,976.67,6.4,87.88,8.6,3.6,2.1
12.5,5.6,1,0,7.5,8.5,977.99,5.7,92.71,6.7,5,4.4
21.8,9.2,1,0,7.8,9.9,974.1,7.6,94.38,9.4,5.5,4.5
17.7,7.2,1,0,7.6,10.6,979.69,9.1,91.75,10.4,7.7,6.8
15.9,6.1,1,0,7.6,10.8,982.51,8.8,94.58,11.7,6.8,5.8
16.3,3.8,1,0,5.5,7.4,989.31,5.1,82.08,11.7,-1.5,-4.2
5.1,1.7,0,0,1.2,4.9,996.51,-0.9,86.54,3.3,-4.2,-7.1
3.1,1.2,1,0,6.3,4.4,993.69,-3.7,95.67,-2.4,-5.8,-9
3.1,0.9,0,0,6.1,4.6,989,-3.3,94.67,-1.9,-5.5,-7.2
3.6,1.5,1,0,7.9,5.1,991.15,-2,97.21,-1.5,-3,-3
10.6,2.4,1,0,8,5.8,994.76,-0.3,97.63,2.3,-2,-1.8
8.7,3.6,1,0,7.9,7.9,995.39,4.1,95.79,5.6,2.2,1.9
5.1,1.8,1,0,7.9,9.1,995.4,5.7,99.21,7,4.6,4.3
10.1,4.1,1,0,7.5,8.3,992.42,4.9,95.54,5.9,3.3,1.8
11.7,3.6,1,0,5.4,5.3,995.66,2,75.5,4.1,-3.4,-5.4
4.1,1.7,1,0,5.5,5.3,998.73,-0.7,90.92,1.7,-4.9,-7.7
7,2.2,1,0,6.1,5.6,997.51,0.5,87.92,2.9,-2.9,-5.6
8.2,4.3,1,2,8,6.8,993.19,2.2,95,4.6,0,-0.1
8.7,3.3,1,0,7.8,6.9,993.95,2.9,91.54,3.4,2.4,1.6
11.3,3,1,0,7.8,6.7,993.75,2.8,89.5,4.5,1.9,0.9
13.9,6.4,1,0,7.4,7.4,981.4,4.3,89.17,5.6,2.5,1.9
12.9,4,1,0,6.4,5.8,978.75,1.7,84.71,3.6,-0.2,-0.8
7.2,2.4,1,0,7.3,4.6,985.48,0,75.21,1.1,-2.5,-4.3
6.2,2.8,1,0,7.9,5.3,987,-0.8,92.04,0.6,-2.6,-4.2
11.8,5.1,1,0,8,7.4,983.49,3.3,95.67,5.6,0.6,0.4
16.5,7.5,1,0,7.9,9.3,972.43,6.7,94.79,8.1,5.3,4.8
12.9,4.5,1,0,5.1,6.9,976.09,3.8,85.08,6.4,-0.5,-2.4
10.5,4,1,0,7.4,6.5,983.38,3.1,84.75,4.9,0.2,-1
10.1,4.4,1,0,7.4,5.7,975.11,3.5,72.04,5,1.6,1
18,6.6,1,0,6.5,6.6,970.23,3.4,84.63,5.6,-0.5,-1.9
7.7,2.4,0,0,5.2,4.6,980.12,-0.7,79.83,2.8,-3.9,-5.8
6.2,3,0,0,2.8,3.9,976.67,-2.4,77.13,1.7,-4.9,-6.5
7.9,3.4,0,0,6.2,3.7,976.58,-3.6,79.71,-0.9,-5.7,-6.4
8.6,2.7,0,0,1.7,3.4,981.84,-4.9,81.25,-0.6,-8.2,-11.3
6.2,1.9,1,0,7.3,3.9,971.3,-4.1,85.63,-2.2,-8.8,-11.3
7.4,3.1,1,1,8,4.2,960.66,-2.6,83.58,-1.3,-3.8,-3.8
6.2,2.2,1,0,7.8,3.4,971.27,-3.6,71.75,-2.9,-4.4,-4.7
10.6,3.7,1,1,8,4.2,977.65,-2.1,81.29,-0.5,-4.4,-4.4
13.2,5.9,1,0,8,6.4,972.55,1.3,94.33,4,-1.1,-1.3
16.5,7.9,1,0,8,7.1,955.31,3.8,87.88,5.6,0.9,0.1
12.3,6.3,1,2,7.8,5.8,961.74,0.8,90.17,1.8,0.1,-0.5
7.4,3.2,1,4,6.8,5,966.73,0.3,80.58,3.3,-2.4,-4.9
14.9,5.7,1,5,7.5,5,956.17,-0.8,86.54,0.6,-2.9,-8.2
9.1,3.4,1,18,7.4,5,957.37,-0.9,86.71,2.1,-3.5,-5.9
7.2,3,1,16,8,6.7,952.13,2,94.71,3.3,0,-0.1
4.6,2,1,8,7.8,6.9,959.04,2.6,93.88,4.8,0.9,0.6
9.9,3.3,1,4,7,5.2,979.45,1.2,78.46,2.9,-1.6,-4.2
6.2,1.4,0,3,4.7,4.5,989.47,-0.5,77.17,4.1,-5.2,-8
3.1,1.1,0,0,2.2,4.7,989.45,0.5,74.63,6.6,-3.8,-6.9
4.1,1.5,1,0,5,4.5,986.43,0.6,72.71,8.1,-4.6,-7.6
11.3,4.9,1,0,7.5,6.9,977.68,3.3,87.58,6.1,0.9,-1.3
13.7,5.9,1,0,7.6,7,977.59,5,80.79,7.3,2.9,1.6
16.8,7.1,1,0,7.5,7.6,973.55,6.3,79.79,8.9,4.7,2.5
26.2,8.5,1,0,7.8,7.7,964.75,6.2,80.92,9.6,3.3,2.2
12.2,5.3,1,0,5.7,6.1,981.86,3.1,80.46,5.3,0.5,-2.7
5.5,1.9,0,0,3.6,5.5,996.18,0.5,87.04,5.3,-2.9,-5.6
5.1,1.4,0,0,3.1,5.3,997.67,2,76.29,9.1,-4.1,-6.5
6.7,2.5,0,0,2,5.2,996.68,4.5,64.08,12.3,-1.7,-4.9
8.4,3.5,0,0,0,5.4,993.04,6.1,59.08,14.6,0.9,-2.9
5.1,1.8,0,0,0.8,5.9,989.32,6.2,65.21,14.8,-1.3,-4.9
13.2,2.6,0,0,2.8,5,985.57,8,48.96,16.5,0.1,-3.4
9.6,3.2,0,0,1.9,5.6,982.14,8.7,51.17,15.3,4.7,-2.4
7.5,3.3,1,0,6,6.7,982.84,5.8,73.42,9,0.8,-2.5
5.3,1.1,0,0,5.4,6.7,986.2,4.1,82.42,11.6,-2.3,-4.6
8.1,1.8,1,0,4.3,7.7,990.05,7.3,77.17,13.8,0.3,-2.6
7.9,2.3,1,0,5.5,8.3,995.83,8.4,75.42,13.3,3.8,0.9
10.6,5.5,0,0,4.2,5.5,997.55,5.3,63.88,11.3,1.7,0.4
11,5,0,0,1.3,2.9,997.61,6,32.25,13.6,0.3,-1.1
12,5,0,0,2.5,4.7,997.49,8.7,40.33,16.8,2.8,0.1
8.9,3.7,0,0,2.3,5.7,994.8,10.4,47.38,19,4.1,0.6
